,Adenine content(1),Adenine content(2),Adenine content(3),Cytosine content(1),Cytosine content(2),Cytosine content(3),Enthalpy (RNA)1,Enthalpy (RNA)2,Enthalpy (RNA)3,Enthalpy (RNA)_1,Enthalpy (RNA)_2,Enthalpy (RNA)_3,Entropy (RNA)1,Entropy (RNA)2,Entropy (RNA)3,Entropy (RNA)_1,Entropy (RNA)_2,Entropy (RNA)_3,Free energy (RNA)1,Free energy (RNA)2,Free energy (RNA)3,Free energy (RNA)_1,Free energy (RNA)_2,Free energy (RNA)_3,GC content1,GC content2,GC content3,Guanine content1,Guanine content2,Guanine content3,Hydrophilicity (RNA)1,Hydrophilicity (RNA)2,Hydrophilicity (RNA)3,Hydrophilicity (RNA)_1,Hydrophilicity (RNA)_2,Hydrophilicity (RNA)_3,Keto (GT) content1,Keto (GT) content2,Keto (GT) content3,Purine (AG) content1,Purine (AG) content2,Purine (AG) content3,Rise (RNA)1,Rise (RNA)2,Rise (RNA)3,Roll (RNA)1,Roll (RNA)2,Roll (RNA)3,Shift (RNA)1,Shift (RNA)2,Shift (RNA)3,Slide (RNA)1,Slide (RNA)2,Slide (RNA)3,Stacking energy (RNA)1,Stacking energy (RNA)2,Stacking energy (RNA)3,Thymine content1,Thymine content2,Thymine content3,Tilt (RNA)1,Tilt (RNA)2,Tilt (RNA)3,Twist (RNA)1,Twist (RNA)2,Twist (RNA)3
osa-miR1846b-3p,0.042,-8.817,-0.002,0.208,0.005,0.172,0.177,-0.283,-0.045,-1.637,-0.211,0.169,-1.004,-0.001,0.108,0.091,-4.103,0.007,0.051,-0.002,0.169,-0.319,-0.006,12.849,-0.005,-0.114,-0.001,-0.099,-0.047,-2.94,0.103,6.421,-1.005,0.067,2.021,-0.001,-0.088,0.07,9.428,-0.002,0.079,-0.027,-0.02,1.445,0.0,2.212,-0.001,-0.294,0.0,-0.019,-0.05,-1.348,-0.016,6.251,-0.586,0.071,-0.276,-0.007,0.025,-0.178,-1.862,-0.003,-0.118,-0.032,-0.115,-0.928
gma-miR4997b,0.345,-18.043,0.001,0.175,0.009,0.325,0.06,-0.726,0.004,-1.805,-0.226,0.037,-1.974,-0.001,0.09,0.212,0.263,0.017,0.116,0.0,0.295,0.661,0.153,-20.673,0.004,0.0,0.005,0.092,-0.058,-0.482,-0.19,-1.158,-0.385,0.039,-2.705,-0.022,-0.032,0.056,-9.2,0.009,0.004,-0.019,0.163,-0.981,0.106,13.141,0.003,-0.028,0.0,0.0,0.089,0.538,0.006,-0.139,0.256,0.097,2.452,0.013,0.111,0.127,5.435,0.0,0.194,0.004,0.128,1.207
pab-miR11513,0.29,5.562,0.003,0.06,0.007,0.253,0.178,0.767,0.155,-0.84,0.736,0.212,1.831,0.002,0.292,0.435,15.492,0.009,0.319,0.026,0.392,3.535,0.063,-19.394,0.002,-0.095,0.003,-0.053,-0.068,0.344,0.07,-0.4,2.775,-0.105,-3.289,-0.015,-0.008,-0.168,-7.655,0.004,-0.195,-0.004,-0.008,-1.724,-0.056,-22.35,-0.001,-0.1,-0.003,-0.228,-0.239,-3.386,0.059,-1.778,4.857,-0.111,-4.415,-0.036,-0.064,-0.406,-25.034,-0.004,-0.34,-0.038,-0.119,-4.992
bdi-miR7741-3p.2,0.144,-11.539,-0.002,0.116,0.008,0.316,0.133,-0.643,-0.117,-0.294,0.01,0.144,-1.62,-0.001,0.172,-0.033,-5.006,0.01,-0.065,-0.001,-0.003,-0.822,-0.126,5.596,0.0,-0.076,0.001,0.003,-0.091,0.73,0.105,-2.146,-0.638,-0.126,0.429,0.0,-0.012,-0.106,-2.363,0.001,-0.088,0.006,-0.12,-0.494,-0.22,-1.995,-0.001,0.003,-0.006,-0.288,-0.272,-1.702,0.013,-3.378,-1.098,-0.192,0.426,-0.027,-0.012,0.205,2.519,-0.008,0.159,0.0,0.105,1.353
osa-miR7693-5p,0.058,-12.468,-0.002,0.095,0.005,0.151,0.079,-0.264,0.022,-1.467,-0.452,0.176,-1.435,-0.001,0.105,0.118,-0.966,0.006,0.065,0.005,0.18,0.233,-0.035,-0.493,-0.004,-0.043,-0.002,0.015,-0.048,-0.895,-0.146,1.734,-0.079,-0.123,-0.444,-0.006,-0.032,-0.097,-2.142,-0.004,-0.072,-0.011,-0.145,-0.546,0.014,-14.83,0.001,0.005,0.003,0.166,-0.036,1.805,0.048,-2.995,-1.47,-0.052,-2.703,0.002,0.066,-0.208,-7.553,0.004,-0.213,0.01,-0.152,-1.862
mtr-miR2592bl-5p,0.175,5.135,-0.001,0.21,0.008,0.29,0.25,-0.564,-0.051,-0.153,-0.479,0.325,1.503,-0.002,0.16,0.307,7.963,0.011,0.232,0.003,0.237,2.114,-0.184,-13.436,-0.005,0.063,-0.008,-0.074,-0.158,0.043,-0.142,-0.866,-0.572,-0.132,-2.101,-0.026,-0.053,-0.101,-13.971,-0.01,-0.124,-0.015,-0.039,-2.239,-0.25,-4.297,0.003,0.031,-0.014,-0.139,-0.389,-1.726,0.106,1.6,0.065,-0.361,-0.827,-0.041,0.022,-0.08,-12.274,-0.019,-0.068,-0.031,-0.014,-1.875
osa-miR5521,0.086,-13.893,-0.001,0.058,0.003,0.102,-0.053,-1.368,-0.01,-0.537,-0.361,0.022,-1.469,-0.003,0.127,0.132,-0.85,0.005,0.083,-0.004,0.155,0.326,-0.02,-32.695,-0.001,-0.05,-0.003,-0.167,0.056,-0.875,-0.063,-0.532,0.548,-0.108,-4.743,-0.027,0.003,-0.06,-10.513,-0.004,-0.131,-0.018,-0.006,-1.666,-0.022,12.462,0.0,0.006,-0.001,0.003,-0.059,-0.409,0.101,1.892,0.963,0.04,1.965,0.002,0.099,0.025,0.512,-0.002,0.103,-0.01,-0.009,0.161
pab-miR11571,0.058,-2.48,-0.003,0.274,0.008,0.285,0.158,0.616,-0.031,-0.094,0.291,0.177,0.104,-0.002,0.163,0.164,2.122,0.011,0.106,0.006,0.141,0.79,-0.105,-1.366,0.002,0.123,-0.003,-0.108,-0.164,-0.485,-0.116,-2.582,-1.599,-0.322,-0.393,0.0,-0.032,-0.063,-5.208,0.0,-0.051,0.003,-0.082,-0.676,-0.111,-1.202,-0.002,0.012,-0.007,-0.276,-0.108,-1.139,-0.123,-1.92,-1.917,-0.341,-0.314,0.034,-0.056,-0.092,-3.629,-0.004,-0.037,0.008,-0.105,-0.654
gra-miR166d,0.163,0.051,-0.002,0.047,0.005,0.194,0.075,0.699,-0.035,-0.371,-0.126,0.219,0.739,-0.001,0.125,0.249,5.064,0.007,0.187,0.008,0.199,1.481,-0.032,-27.346,-0.004,-0.006,0.001,0.0,-0.012,0.596,-0.099,-5.766,-2.514,0.064,-4.849,-0.001,-0.266,-0.406,-19.897,0.001,-0.362,0.003,-0.24,-4.087,-0.074,-31.35,0.004,-0.006,0.005,0.068,-0.108,-0.035,0.145,-6.396,-0.677,0.115,-5.929,-0.021,-0.223,-0.55,-28.587,0.006,-0.482,-0.021,-0.313,-5.76
ath-miR8181,0.13,-3.43,0.002,0.043,0.0,0.037,0.389,0.954,0.054,0.049,1.243,0.049,-0.042,-0.001,0.302,0.153,1.657,0.0,0.113,0.009,0.136,0.637,0.078,-2.641,-0.002,-0.013,-0.001,-0.007,0.418,0.446,0.007,1.399,-1.105,-0.065,-0.11,0.03,0.255,0.144,6.345,-0.002,0.101,0.016,0.092,1.324,0.021,-4.668,-0.001,-0.014,-0.001,0.132,0.389,4.583,-0.041,1.104,-2.617,-0.069,0.07,0.039,0.326,0.207,9.954,0.0,0.151,0.04,0.104,2.143
mtr-miR2623,0.061,0.009,-0.002,0.055,0.004,0.094,-0.003,-1.381,-0.026,-0.471,-0.72,0.036,0.184,-0.001,0.116,0.077,-0.917,0.004,0.066,0.008,0.102,0.165,-0.047,-2.436,0.001,-0.184,-0.001,-0.088,-0.222,0.756,-0.001,-3.921,-0.545,-0.129,-0.087,0.005,-0.076,0.074,0.792,0.0,0.059,0.01,0.058,0.522,-0.05,6.341,0.0,-0.019,0.002,-0.019,0.006,1.526,-0.184,-1.771,-1.413,-0.019,1.682,0.032,0.028,0.248,8.258,0.006,0.215,0.023,0.127,2.15
aly-miR3444a-5p,0.064,-29.901,-0.001,0.111,0.006,0.249,0.053,0.648,-0.091,-1.136,0.42,0.089,-3.683,0.0,0.125,0.03,-4.393,0.009,-0.027,0.007,0.036,-0.525,-0.044,25.991,-0.004,0.006,-0.005,-0.17,0.003,-2.551,0.074,7.31,-0.823,-0.158,3.137,-0.003,-0.102,-0.094,8.112,-0.008,-0.024,-0.04,-0.234,0.742,0.012,-17.078,0.001,-0.053,-0.008,-0.155,0.009,-2.941,0.107,5.412,-1.235,-0.108,-2.48,-0.023,-0.015,-0.059,-6.181,-0.013,-0.059,-0.055,0.0,-1.191
bra-miR9555b-5p,0.244,0.545,0.0,0.05,0.007,0.252,0.219,-0.025,-0.181,-1.424,0.833,0.199,1.046,0.001,0.374,0.371,5.451,0.009,0.28,0.015,0.416,1.901,-0.076,9.148,0.001,-0.058,-0.001,-0.117,0.088,0.901,-0.001,2.468,0.04,-0.029,1.553,-0.011,0.155,0.032,-5.255,-0.001,0.07,0.009,0.099,-0.634,-0.173,8.974,-0.005,-0.062,-0.005,-0.353,0.223,-0.221,-0.037,4.053,-0.041,-0.05,1.528,0.001,-0.012,0.106,14.302,-0.005,0.085,0.018,0.046,2.339
pab-miR11480,0.144,2.436,-0.002,0.161,0.004,0.183,0.141,-0.717,-0.082,-0.097,-1.644,0.155,0.99,0.001,0.136,0.155,6.291,0.006,0.154,0.0,0.102,1.415,-0.041,-22.403,0.001,-0.108,-0.004,-0.205,-0.135,-0.181,0.053,-6.515,-2.083,-0.003,-4.15,0.004,-0.251,-0.285,-18.114,-0.005,-0.313,0.012,-0.155,-3.419,-0.071,-22.74,-0.003,-0.173,-0.003,-0.167,-0.142,-0.008,-0.146,-6.833,-0.515,-0.062,-4.467,-0.009,-0.155,-0.342,-25.256,-0.006,-0.357,-0.012,-0.149,-4.712
hvu-miR6180,0.352,-12.027,0.002,0.049,0.002,0.074,0.222,-0.649,-0.023,-0.889,0.29,0.043,-0.946,0.0,0.154,0.258,4.337,0.006,0.17,-0.001,0.241,1.419,0.196,-28.661,-0.001,-0.007,0.0,0.059,0.111,-0.22,-0.162,-6.471,-3.955,-0.013,-4.604,0.008,-0.059,-0.171,-19.557,0.001,-0.191,0.003,-0.02,-3.258,0.208,-17.17,0.0,-0.007,-0.001,0.042,-0.014,1.631,0.045,-8.375,-1.191,-0.014,-3.166,0.005,0.076,-0.105,-14.588,-0.001,-0.155,0.009,0.062,-2.522
eun-miR397b-5p,0.277,-27.588,-0.002,0.075,0.003,0.094,0.141,-0.925,-0.015,-2.803,0.069,0.089,-3.837,0.0,0.003,0.061,-3.678,0.008,-0.057,0.01,0.155,-0.339,-0.041,-9.6,-0.004,-0.164,-0.001,-0.173,0.023,-2.08,-0.042,-1.105,0.684,0.038,-1.264,-0.022,-0.073,-0.043,-5.818,-0.002,-0.037,-0.025,-0.14,-0.808,-0.133,0.165,-0.003,-0.136,0.0,-0.118,-0.034,-1.819,0.016,7.155,-0.496,-0.019,-0.159,-0.038,0.04,-0.12,-0.569,-0.003,-0.049,-0.069,-0.251,-0.422
gma-miR1535b,0.072,-6.663,0.002,0.036,0.005,0.136,0.003,-1.991,0.102,-0.125,-0.014,0.053,-0.658,-0.001,0.094,0.037,3.528,0.005,0.025,0.0,0.008,0.59,-0.035,-1.288,-0.007,-0.018,-0.002,-0.079,0.105,-0.976,-0.057,-0.906,-1.498,0.006,-0.039,-0.009,-0.012,0.019,5.642,-0.001,0.012,0.001,0.009,0.802,-0.037,9.949,-0.002,-0.019,0.001,0.08,0.077,-0.548,0.086,1.69,-1.664,0.127,1.714,-0.02,0.084,0.101,14.085,-0.001,0.093,0.004,0.056,2.164
ppt-miR1212,0.18,-6.038,0.004,0.058,0.001,0.075,0.133,-1.483,-0.095,-1.573,0.707,0.058,-0.302,0.0,0.194,0.183,-1.076,0.003,0.122,0.003,0.208,0.476,0.079,-16.752,-0.001,-0.05,0.001,-0.012,0.123,1.035,-0.128,-5.111,-1.484,-0.088,-3.447,0.001,-0.088,-0.287,-14.193,0.002,-0.305,0.009,-0.167,-2.927,0.025,-17.057,-0.003,0.006,-0.002,-0.05,0.003,0.245,0.168,-5.576,-2.114,-0.074,-2.977,0.03,-0.108,-0.227,-15.653,-0.004,-0.223,0.016,-0.115,-2.962
mtr-miR5756,0.086,-11.086,-0.002,0.13,0.008,0.316,0.15,0.737,-0.052,-1.055,-0.606,0.216,-1.11,-0.002,0.235,0.137,-3.06,0.011,0.089,0.007,0.247,-0.08,-0.076,-12.81,0.003,-0.158,-0.001,-0.222,-0.129,-3.307,-0.07,-2.526,1.947,0.117,-1.885,-0.005,-0.164,-0.115,-6.448,-0.005,-0.083,-0.013,-0.044,-1.313,-0.115,14.686,-0.004,-0.05,-0.004,-0.235,-0.028,-5.428,0.01,4.932,0.533,0.065,1.603,-0.005,-0.139,-0.196,-2.468,-0.01,-0.083,-0.043,-0.207,-1.075
csi-miR3627a-5p,0.15,-16.58,-0.001,0.253,0.005,0.21,0.062,-0.729,-0.022,-1.48,-0.532,0.162,-1.707,0.002,0.06,0.118,-0.576,0.009,0.078,0.006,0.212,0.287,0.105,7.066,0.002,0.108,0.004,0.126,0.111,1.428,0.002,-2.011,1.054,0.084,0.64,0.005,-0.058,0.018,-4.569,0.009,-0.018,0.018,0.074,-0.613,0.111,-9.136,0.001,0.003,0.008,0.256,0.1,2.592,-0.11,1.7,-0.273,0.053,-0.685,0.039,0.144,0.092,6.656,0.012,0.094,0.024,0.086,1.225
ppt-miR1069-3p,0.291,-9.55,0.002,0.161,0.004,0.194,0.075,-0.968,0.244,-0.418,0.01,-0.014,-0.908,-0.002,0.127,0.195,9.303,0.008,0.107,0.002,0.163,1.914,-0.035,0.579,-0.002,0.058,-0.001,-0.056,-0.053,1.472,-0.234,-0.43,0.301,-0.126,0.136,-0.006,0.041,0.03,-4.344,-0.002,0.049,-0.004,0.044,-0.442,-0.105,-16.346,-0.004,0.003,0.002,0.009,-0.019,0.463,-0.437,-0.111,0.607,0.071,-2.274,0.021,-0.015,-0.035,-13.831,0.002,-0.044,-0.006,0.046,-2.043
ppt-miR1077-3p,0.011,-4.356,0.006,0.114,0.001,0.13,0.0,-2.489,-0.085,-0.59,0.117,0.111,0.257,0.0,0.177,0.214,2.645,0.001,0.177,0.0,0.194,1.111,-0.155,-19.567,-0.003,-0.102,-0.002,-0.038,-0.111,2.564,0.093,-5.947,-1.975,0.006,-3.254,0.009,-0.108,-0.247,-7.038,-0.005,-0.226,0.008,-0.228,-1.705,0.012,-13.647,-0.007,-0.05,-0.001,-0.05,0.118,-0.397,-0.056,-5.582,-2.246,-0.053,-2.724,0.008,-0.015,-0.208,-14.203,-0.001,-0.225,0.017,-0.111,-2.562
pab-miR1313c,0.19,0.517,0.001,0.19,0.001,0.135,0.24,-0.568,-0.213,-0.373,-0.019,0.225,0.724,-0.002,0.075,0.193,-0.775,0.004,0.142,0.01,0.195,0.602,-0.032,8.753,-0.001,0.063,-0.006,-0.129,0.095,-2.94,0.002,7.25,-1.255,0.026,1.364,-0.011,-0.079,0.026,1.119,-0.008,0.05,-0.033,-0.024,0.178,0.022,-4.337,0.007,0.056,0.003,0.031,0.1,-1.882,0.265,6.553,-0.934,0.083,-0.738,-0.04,-0.028,0.015,-2.327,0.0,0.001,-0.052,0.047,-0.437
vvi-miR3640-5p,0.05,-9.509,0.001,0.165,0.007,0.211,0.174,-0.376,0.268,-0.252,0.041,0.227,-0.778,-0.002,0.159,0.259,12.64,0.006,0.146,0.005,0.186,2.543,-0.043,-6.17,0.0,0.009,-0.001,-0.065,0.134,-1.167,0.24,0.853,-0.057,-0.048,-1.379,0.016,-0.071,-0.151,-1.507,-0.004,-0.143,-0.003,-0.113,-0.696,-0.045,22.024,0.001,-0.027,0.0,0.082,0.055,-0.177,0.111,1.664,-0.3,0.1,3.362,0.028,-0.025,-0.005,14.07,-0.002,0.056,0.018,-0.08,2.003
gra-miR8675a,0.159,-4.414,0.003,0.14,0.007,0.229,0.267,-1.68,0.121,-0.395,0.079,0.233,-0.132,-0.001,0.157,0.212,7.093,0.009,0.133,0.003,0.149,1.667,-0.043,-0.993,-0.002,0.004,-0.003,0.054,-0.102,0.159,0.217,0.526,0.528,-0.041,0.084,0.005,0.043,0.153,12.434,-0.005,0.064,0.017,0.052,2.206,-0.045,23.731,-0.002,0.105,-0.004,0.161,-0.27,2.31,0.145,2.248,-0.052,-0.143,4.424,0.018,0.091,0.437,33.686,-0.004,0.355,0.038,0.236,6.047
lja-miR11066-3p,0.19,-3.532,-0.001,0.062,0.01,0.343,0.176,1.09,-0.09,-0.062,1.13,0.163,0.353,0.0,0.419,0.221,1.726,0.013,0.177,0.01,0.204,0.884,-0.066,5.211,-0.003,-0.044,0.004,0.007,0.125,1.969,-0.117,1.048,-0.042,-0.015,0.787,0.018,0.132,0.041,11.789,0.005,0.025,0.025,-0.044,1.728,-0.157,-11.675,0.0,-0.031,-0.002,-0.306,0.0,0.677,0.03,0.267,-1.371,-0.016,-1.013,-0.009,-0.125,0.144,10.418,-0.002,0.051,0.015,0.008,2.196
bdi-miR7766-5p,0.153,7.507,-0.004,0.112,0.003,0.132,0.269,0.798,-0.048,0.174,-1.829,0.062,1.764,-0.002,0.322,0.203,5.322,0.004,0.203,0.0,0.157,1.386,-0.017,-11.105,0.005,-0.232,-0.009,-0.478,-0.052,-3.605,0.018,-1.87,1.29,-0.078,-2.035,-0.01,-0.186,-0.115,-6.309,-0.013,-0.126,-0.021,-0.052,-1.274,-0.041,-20.255,-0.003,-0.093,-0.005,-0.348,-0.255,-4.607,-0.071,-1.668,3.692,-0.082,-3.852,-0.021,-0.345,-0.274,-10.643,-0.006,-0.274,-0.029,-0.155,-2.446
mtr-miR5205d,0.05,10.037,0.004,0.033,0.004,0.202,-0.058,-1.092,-0.045,-0.347,0.245,0.202,2.672,0.001,0.322,0.389,12.003,0.004,0.34,0.015,0.376,2.974,-0.186,11.533,0.001,-0.013,-0.002,-0.074,-0.338,-0.137,-0.11,1.792,-0.123,0.074,2.522,-0.002,0.052,0.214,4.521,-0.004,0.205,0.017,0.156,1.431,0.036,17.619,0.004,-0.014,0.0,-0.011,0.1,0.009,0.227,1.164,-1.489,0.105,3.368,-0.001,0.155,0.277,19.14,0.001,0.278,0.016,0.264,3.401
bdi-miR7769-5p,0.172,-3.411,-0.002,0.091,0.0,0.0,0.139,-1.798,-0.013,-0.332,-1.12,0.058,-0.076,-0.003,0.064,0.122,1.341,0.003,0.101,0.001,0.125,0.572,-0.041,-11.617,-0.001,-0.304,-0.002,-0.173,-0.099,-1.057,-0.092,1.096,0.011,-0.105,-2.163,0.023,-0.076,-0.154,-1.637,-0.002,-0.165,0.007,-0.123,-0.729,-0.102,-20.487,0.001,-0.146,0.0,0.105,-0.155,-0.866,0.002,-0.18,2.052,-0.034,-3.358,0.008,0.003,-0.186,-6.468,-0.002,-0.18,-0.016,-0.118,-1.518
ath-miR5653,0.062,-11.451,-0.009,0.0,0.003,0.13,0.004,0.846,-0.14,-0.159,-0.173,0.165,-0.97,-0.001,0.043,0.106,0.677,0.004,0.079,0.004,0.091,0.425,-0.078,-13.23,0.003,0.0,-0.011,-0.461,-0.152,-4.191,-0.075,-0.968,1.721,-0.398,-2.79,-0.017,-0.149,-0.269,-15.273,-0.012,-0.221,-0.035,-0.147,-3.086,-0.082,-6.998,0.003,0.0,-0.011,-0.411,-0.173,-4.386,-0.059,-0.507,1.178,-0.418,-1.995,0.005,-0.111,-0.293,-16.685,-0.013,-0.227,-0.03,-0.159,-3.378
ppt-miR897,0.22,-10.417,-0.002,0.093,0.004,0.19,0.122,0.222,0.118,-0.322,-0.007,0.048,-1.274,-0.002,0.177,0.085,4.303,0.007,0.018,0.003,0.068,0.833,-0.279,-2.592,-0.004,-0.002,-0.005,-0.221,0.01,-0.34,-0.014,0.624,0.427,-0.05,-0.474,0.006,0.01,-0.08,1.753,-0.009,-0.07,0.011,-0.086,-0.021,-0.303,11.999,0.004,-0.003,-0.003,-0.165,-0.115,-1.174,-0.012,1.642,0.104,-0.035,1.766,0.032,-0.043,0.011,8.484,-0.005,0.036,0.012,-0.038,1.178
cpa-miR8151,0.019,-13.958,-0.002,0.167,0.0,0.056,0.111,-1.432,-0.057,0.093,0.136,0.056,-1.365,-0.001,0.111,0.074,0.449,0.0,0.043,-0.002,0.093,0.29,-0.039,7.298,-0.001,-0.059,-0.001,-0.137,-0.039,0.736,-0.054,-2.869,-1.622,-0.118,0.435,0.0,-0.111,-0.04,-7.013,-0.002,-0.083,0.009,-0.092,-0.825,0.007,-3.234,-0.002,-0.125,0.001,0.021,-0.062,-0.215,-0.041,-3.451,-1.678,-0.062,-0.322,-0.021,-0.021,-0.023,-4.88,0.003,-0.007,-0.007,-0.104,-0.405
lja-miR11153-5p,0.157,-4.396,-0.001,0.112,0.01,0.26,0.225,-0.609,0.054,-0.446,-0.11,0.202,-0.282,-0.001,0.132,0.135,4.131,0.013,0.089,0.01,0.169,1.015,-0.074,7.071,-0.001,-0.078,0.003,-0.061,-0.002,0.242,-0.121,1.069,-0.385,0.022,0.663,-0.007,-0.147,-0.142,-8.818,0.004,-0.112,-0.002,-0.169,-1.634,-0.177,-3.789,-0.001,-0.009,0.002,-0.014,-0.105,-0.337,0.101,2.214,-0.285,0.007,-0.689,0.026,-0.105,-0.163,2.922,0.003,-0.094,0.001,-0.234,-0.086
zma-miR11970-5p,0.23,-4.522,0.003,0.064,0.001,0.102,0.199,-2.334,-0.152,-1.756,0.155,0.116,-0.337,-0.001,0.139,0.154,2.953,0.003,0.086,-0.001,0.158,0.924,-0.164,-7.75,-0.002,-0.266,-0.002,-0.085,0.044,1.901,-0.023,-2.023,-1.354,-0.044,-2.177,-0.009,0.035,-0.356,-17.64,-0.004,-0.304,0.006,-0.278,-3.379,-0.124,-2.53,-0.002,-0.105,0.002,0.059,-0.13,-2.944,-0.093,-3.062,-0.482,-0.046,-0.683,0.012,0.062,-0.134,-8.423,0.0,-0.114,-0.008,-0.118,-1.434
ppe-miR6287,0.319,1.333,-0.001,-0.003,0.011,0.349,0.31,0.825,-0.098,0.069,-0.338,0.407,0.963,0.0,0.177,0.263,7.12,0.013,0.211,0.006,0.194,1.832,0.073,-17.421,-0.004,-0.003,0.004,0.026,0.05,-2.3,-0.079,-1.287,1.305,0.152,-2.744,-0.018,-0.146,-0.177,-13.0,0.004,-0.129,-0.033,-0.073,-2.457,0.056,-9.612,0.002,-0.003,-0.002,-0.217,-0.065,-4.702,0.076,-2.873,3.944,-0.074,-2.522,-0.032,-0.167,-0.33,-16.973,-0.002,-0.25,-0.055,-0.146,-3.614
gra-miR8674b,0.107,-0.924,-0.001,0.149,0.0,0.112,0.118,-0.227,0.121,-0.289,-0.08,0.091,0.469,-0.001,0.124,0.138,6.85,0.001,0.114,0.003,0.095,1.452,-0.091,-12.675,0.001,0.013,-0.004,-0.106,-0.026,-1.626,-0.083,1.234,-0.984,-0.119,-2.189,0.02,-0.203,-0.213,-1.966,-0.007,-0.172,-0.005,-0.186,-0.767,0.041,14.274,0.0,-0.036,0.0,-0.03,-0.127,0.011,0.099,-0.714,-0.807,-0.075,1.961,0.023,-0.134,0.099,2.676,0.001,0.076,0.01,0.093,0.566
osa-miR5074,0.161,-7.232,0.001,0.199,0.003,0.247,0.199,-0.834,-0.019,-1.183,-0.741,0.061,-0.655,-0.001,0.194,0.119,-1.755,0.007,0.085,-0.006,0.161,0.042,-0.061,5.621,0.0,-0.012,-0.002,0.0,-0.067,-3.236,-0.064,6.225,-1.299,-0.047,0.317,-0.001,-0.184,-0.16,2.297,-0.004,-0.133,-0.034,-0.275,-0.152,-0.099,-4.969,0.004,0.046,0.0,0.077,0.046,0.927,-0.093,7.786,-1.469,-0.05,-1.242,-0.018,-0.152,-0.229,-3.953,-0.003,-0.219,-0.015,-0.269,-1.122
gra-miR8643a,0.141,-5.256,0.003,0.072,0.004,0.219,0.072,-0.839,-0.256,-0.38,-0.025,0.213,-0.177,0.0,0.042,0.105,-1.214,0.007,0.105,0.009,0.144,0.327,-0.135,-0.011,0.001,-0.023,-0.006,-0.035,-0.202,-0.01,0.257,0.734,0.635,-0.108,0.267,0.014,-0.012,0.076,14.296,-0.009,0.052,0.015,0.015,2.122,-0.09,20.254,-0.001,-0.025,-0.008,-0.084,-0.05,0.177,-0.236,-2.272,-0.013,-0.198,2.809,0.015,0.105,0.088,1.552,-0.012,0.085,0.017,0.015,0.726
bna-miR6034,0.139,-7.335,0.0,0.072,0.01,0.211,0.072,-0.542,0.021,-0.438,0.752,0.141,-0.324,-0.001,0.199,0.239,4.431,0.011,0.17,0.006,0.233,1.43,0.035,-16.279,-0.002,-0.023,0.001,-0.167,-0.026,-0.481,0.169,-0.401,3.31,-0.079,-3.181,-0.017,-0.123,-0.322,-15.198,0.001,-0.269,-0.027,-0.161,-3.377,0.037,-7.593,0.001,-0.025,-0.005,-0.3,-0.019,-3.782,0.038,0.978,3.56,-0.207,-2.204,0.015,-0.161,-0.444,-18.62,-0.005,-0.313,-0.03,-0.248,-4.109
aly-miR841,0.23,3.556,0.001,0.233,0.003,0.247,0.119,-0.757,0.081,-0.371,0.212,0.05,1.269,-0.001,0.163,0.265,9.877,0.006,0.187,0.011,0.208,2.249,-0.213,6.607,0.001,0.058,-0.005,-0.178,-0.041,-0.842,0.014,0.187,0.144,-0.058,1.45,0.011,-0.05,0.107,11.99,-0.008,0.093,0.013,-0.006,2.058,-0.226,13.22,0.002,0.099,0.0,-0.183,-0.13,-1.091,0.034,-0.972,-1.992,-0.062,2.744,0.016,-0.093,0.245,24.869,-0.001,0.229,0.034,0.164,4.26
osa-miR812o-5p,0.163,-4.876,0.001,0.022,0.003,0.072,0.238,-3.05,-0.032,-0.568,-0.071,0.23,-0.637,-0.002,0.066,0.018,-0.798,0.004,0.002,-0.003,0.036,-0.035,-0.05,-8.45,-0.004,-0.088,-0.005,-0.211,-0.009,0.939,-0.115,-1.749,0.209,-0.102,-1.44,-0.005,-0.123,-0.131,-8.535,-0.006,-0.099,-0.01,-0.135,-1.593,-0.111,-7.627,-0.003,0.025,-0.005,-0.115,-0.353,0.547,0.02,-2.183,0.074,-0.297,-1.29,0.017,-0.04,-0.068,-7.357,-0.005,-0.082,0.002,-0.031,-1.244
ppe-miR6264,0.116,5.6,0.005,0.144,0.002,0.105,0.141,-3.03,-0.016,-0.385,-0.372,0.119,1.243,0.0,0.144,0.131,3.407,0.003,0.137,-0.002,0.102,0.964,-0.099,-14.64,0.006,-0.126,0.0,-0.058,-0.023,1.351,-0.076,1.237,-0.374,-0.012,-2.588,0.019,-0.096,-0.191,-2.814,-0.001,-0.184,-0.004,-0.167,-0.991,-0.105,-17.974,0.005,-0.22,-0.001,0.053,-0.149,-3.324,0.005,0.551,-0.627,-0.071,-3.238,-0.002,-0.189,-0.272,-10.613,-0.002,-0.264,-0.022,-0.229,-2.271
ptc-miR482b-3p,0.142,2.713,-0.003,0.16,0.005,0.113,0.1,-1.635,-0.074,-0.263,-0.333,0.102,1.002,0.0,0.04,0.222,5.063,0.008,0.188,0.0,0.19,1.478,-0.084,-16.803,-0.002,-0.253,0.0,-0.058,-0.074,-0.61,0.119,1.513,-0.549,-0.074,-3.075,0.027,-0.011,-0.271,-3.741,0.0,-0.255,0.001,-0.221,-1.489,-0.003,-25.541,0.0,-0.333,0.002,0.086,-0.078,0.051,-0.002,0.431,1.598,-0.022,-5.096,0.011,-0.011,-0.51,-15.746,0.0,-0.43,-0.028,-0.35,-3.815
